% bip positive
1	1	1	1258054464
1	1	1	1258054714
2	1	1	1258121401
2	1	1	1258121851
3	1	1	1258136269
4	1	1	1156618914
4	1	1	1156619068
4	1	1	1156619194
4	1	1	1156619274
4	1	1	1156619380
4	1	1	1156619798
4	1	1	1156876268
5	1	1	1156876391
4	1	1	1156876555
4	1	1	1156876608
4	1	1	1156881008
4	1	1	1156881050
5	1	1	1156881144
4	1	1	1156881509
5	1	1	1156882038
5	1	1	1156882087
5	1	1	1156928644
5	1	1	1156944397
6	1	1	1158143219
5	1	1	1164972614
7	1	1	1165864381
8	1	1	1166372187
9	1	1	1178525301
9	1	1	1178525355
9	1	1	1180966745
9	1	1	1180966957
2	1	1	1186760410
9	1	1	1191369111
10	1	1	1193566562
3	1	1	1201358565
3	1	1	1201510201
11	1	1	1204641207
2	1	1	1207803874
12	1	1	1214392278
12	1	1	1214415100
13	1	1	1220191260
14	1	1	1220454064
14	1	1	1220454193
14	1	1	1222083472
14	1	1	1222614166
15	1	1	1237038320
10	1	1	1238932513
12	1	1	1244451877
16	1	1	1245328846
17	1	1	1250216049
17	1	1	1250218024
18	1	1	1250770733
18	1	1	1250771077
19	1	1	1251327398
19	1	1	1252201850
20	1	1	1254399686
19	1	1	1255119883
19	1	1	1255119892
19	1	1	1256392923
19	1	1	1256392939
19	1	1	1256394400
19	1	1	1256394888
19	1	1	1256412192
19	1	1	1256412280
19	1	1	1256412369
19	1	1	1257106593
19	1	1	1257111460
19	1	1	1257111518
19	1	1	1258082384
19	1	1	1258083889
21	1	1	1258209765
21	1	1	1258210028
19	1	1	1258210074
19	1	1	1258210114
22	1	1	1258222610
21	1	1	1258387472
19	1	1	1258456089
19	1	1	1258740390
19	1	1	1258740501
19	1	1	1258804838
9	1	1	1259089111
19	1	1	1262263140
19	1	1	1262263191
19	1	1	1262263319
19	1	1	1262263616
19	1	1	1262263733
19	1	1	1262263885
19	1	1	1262264024
19	1	1	1262297087
19	1	1	1262379853
19	1	1	1267808530
19	1	1	1267808572
19	1	1	1267808595
19	1	1	1271139807
23	1	1	1276523716
19	1	1	1276536062
19	1	1	1276536098
19	1	1	1289685985
19	1	1	1289686149
19	1	1	1296345458
19	1	1	1296395001
24	1	1	1298107012
19	1	1	1298108993
25	1	1	1298924637
19	1	1	1299631364
19	1	1	1299632128
19	1	1	1326915245
19	1	1	1326959339
19	1	1	1328916407
19	1	1	1328916431
19	1	1	1336936093
19	1	1	1342298729
19	1	1	1350286054
19	1	1	1356623511
19	1	1	1356657693
